Incident_ID,State,District,Incident_Date,Pollution_Type,Pollution_Level_PPM,Trees_Destroyed,Area_Affected_Ha,Cause,Recovery_Status,Damage_Estimate_INR,Wildlife_Affected,River_or_Lake_Polluted,Govt_Response_Time_Days,NGOs_Involved,Rainfall_mm,Soil_Erosion_Level,Air_Quality_Index,Water_pH_Level,Green_Cover_Loss_Percent,Industrial_Area_Nearby,Is_Protected_Area
162,Odisha,District_4,2020-01-07,Mixed,350.9,453,87.15,Illegal Dumping,Partially Recovered,233923,114,Yes,45,8,139.3,3.23,70,7.03,26.4,Yes,Yes
163,Punjab,District_7,2010-06-04,Water,350.9,341,14.73,Deforestation,Recovered,3785092,206,Yes,124,5,139.3,3.23,77,7.03,26.4,Yes,No
164,West Bengal,District_13,2018-05-30,Mixed,350.9,410,13.6,Agricultural Runoff,Partially Recovered,2837529,80,Yes,145,3,139.3,3.23,379,7.03,26.4,No,No
165,Maharashtra,District_3,2020-07-04,Water,350.9,88,18.39,Deforestation,Partially Recovered,189577,102,Yes,79,9,139.3,3.23,132,7.03,26.4,No,No
166,Maharashtra,District_16,2023-02-03,Soil,350.9,82,96.07,Industrial Waste,Recovered,1836341,79,Yes,39,1,139.3,3.23,322,7.03,26.4,Yes,No
167,Kerala,District_9,2011-04-08,Air,350.9,432,69.62,Deforestation,Unrecovered,1640763,102,No,168,8,139.3,3.23,370,7.03,26.4,No,Yes
168,West Bengal,District_8,2022-02-04,Air,350.9,435,80.34,Agricultural Runoff,Recovered,4942446,239,Yes,28,3,139.3,3.23,85,7.03,26.4,Yes,No
169,Bihar,District_20,2016-07-28,Water,350.9,185,40.37,Illegal Dumping,Recovered,3297477,264,Yes,130,3,139.3,3.23,363,7.03,26.4,Yes,No
170,Uttar Pradesh,District_13,2017-07-15,Soil,350.9,405,34.29,Agricultural Runoff,Recovered,2529920,32,No,155,1,139.3,3.23,325,7.03,26.4,No,Yes
171,Tamil Nadu,District_17,2021-08-12,Air,350.9,105,24.21,Deforestation,Partially Recovered,1843185,34,Yes,149,4,139.3,3.23,282,7.03,26.4,Yes,Yes
172,Maharashtra,District_17,2023-08-16,Mixed,350.9,354,48.58,Agricultural Runoff,Partially Recovered,3279083,248,Yes,87,5,139.3,3.23,153,7.03,26.4,No,No
173,Karnataka,District_17,2011-05-29,Water,350.9,112,55.63,Deforestation,Recovered,1936458,49,No,135,9,139.3,3.23,55,7.03,26.4,Yes,No
174,Maharashtra,District_1,2017-11-16,Air,350.9,411,63.55,Illegal Dumping,Recovered,2271516,279,No,52,5,139.3,3.23,72,7.03,26.4,Yes,No
175,Odisha,District_8,2022-01-28,Air,350.9,472,26.45,Illegal Dumping,Unrecovered,2232603,241,No,176,2,139.3,3.23,219,7.03,26.4,Yes,No
176,Maharashtra,District_19,2015-11-11,Water,350.9,233,94.92,Industrial Waste,Partially Recovered,2435393,151,No,126,8,139.3,3.23,201,7.03,26.4,Yes,No
177,Maharashtra,District_6,2019-02-23,Water,350.9,15,17.81,Illegal Dumping,Partially Recovered,2778696,146,No,147,6,139.3,3.23,293,7.03,26.4,No,Yes
178,Uttar Pradesh,District_3,2023-07-01,Mixed,350.9,131,96.6,Urban Expansion,Partially Recovered,3114689,38,Yes,73,2,139.3,3.23,290,7.03,26.4,Yes,Yes
179,Uttar Pradesh,District_5,2020-08-14,Mixed,350.9,245,2.47,Agricultural Runoff,Partially Recovered,3376136,188,Yes,140,3,139.3,3.23,310,7.03,26.4,No,Yes
180,Gujarat,District_13,2015-01-24,Air,350.9,436,48.63,Agricultural Runoff,Recovered,3085702,24,Yes,94,6,139.3,3.23,95,7.03,26.4,Yes,No
181,Bihar,District_15,2013-11-25,Air,350.9,125,34.0,Deforestation,Recovered,2676601,243,No,2,7,139.3,3.23,322,7.03,26.4,Yes,No
182,Karnataka,District_14,2021-07-29,Water,350.9,172,45.46,Illegal Dumping,Unrecovered,158616,222,No,17,5,139.3,3.23,124,7.03,26.4,No,No
183,Maharashtra,District_16,2022-10-12,Air,350.9,235,57.5,Industrial Waste,Partially Recovered,1595851,229,No,125,3,139.3,3.23,332,7.03,26.4,Yes,No
184,Maharashtra,District_18,2020-06-08,Air,350.9,239,44.12,Industrial Waste,Partially Recovered,4733831,152,No,131,1,139.3,3.23,245,7.03,26.4,Yes,Yes
185,Tamil Nadu,District_11,2019-02-23,Water,350.9,191,42.07,Industrial Waste,Recovered,4773377,287,No,21,9,139.3,3.23,72,7.03,26.4,No,Yes
186,Uttar Pradesh,District_3,2022-02-08,Air,350.9,258,73.54,Urban Expansion,Unrecovered,2326744,107,No,78,7,139.3,3.23,136,7.03,26.4,Yes,No
187,Karnataka,District_10,2017-11-29,Air,350.9,327,68.9,Illegal Dumping,Recovered,2266652,32,Yes,79,0,139.3,3.23,170,7.03,26.4,Yes,No
188,Kerala,District_10,2013-11-26,Soil,350.9,462,83.49,Industrial Waste,Partially Recovered,1106158,110,No,51,8,139.3,3.23,198,7.03,26.4,Yes,No
189,Gujarat,District_16,2022-06-18,Mixed,350.9,219,25.75,Urban Expansion,Partially Recovered,3487356,120,Yes,106,7,139.3,3.23,199,7.03,26.4,No,Yes
190,Bihar,District_12,2021-04-13,Water,350.9,153,61.34,Agricultural Runoff,Unrecovered,4992023,15,Yes,105,2,139.3,3.23,114,7.03,26.4,No,Yes
191,West Bengal,District_2,2017-05-18,Soil,350.9,401,58.93,Deforestation,Recovered,1768446,226,Yes,10,9,139.3,3.23,209,7.03,26.4,No,No
192,Bihar,District_9,2018-07-18,Mixed,350.9,354,37.6,Illegal Dumping,Partially Recovered,3474060,10,No,116,3,139.3,3.23,333,7.03,26.4,No,No
193,Odisha,District_3,2022-05-21,Mixed,350.9,105,49.12,Illegal Dumping,Partially Recovered,4579342,202,No,55,9,139.3,3.23,131,7.03,26.4,No,Yes
194,Maharashtra,District_15,2013-04-28,Mixed,350.9,391,32.06,Agricultural Runoff,Unrecovered,1191420,201,No,36,3,139.3,3.23,56,7.03,26.4,No,No
195,Gujarat,District_3,2023-06-10,Soil,350.9,355,15.04,Illegal Dumping,Partially Recovered,3339854,97,No,51,1,139.3,3.23,231,7.03,26.4,No,Yes
196,Odisha,District_19,2017-06-30,Soil,350.9,253,22.17,Illegal Dumping,Partially Recovered,3079534,115,No,74,9,139.3,3.23,63,7.03,26.4,No,No
197,Karnataka,District_18,2012-04-23,Mixed,350.9,95,11.45,Illegal Dumping,Recovered,2008318,280,Yes,17,4,139.3,3.23,232,7.03,26.4,Yes,Yes
198,West Bengal,District_8,2013-10-11,Air,350.9,424,68.62,Illegal Dumping,Unrecovered,3915592,231,Yes,61,2,139.3,3.23,363,7.03,26.4,No,No
199,Uttar Pradesh,District_17,2017-11-12,Air,350.9,403,66.41,Urban Expansion,Unrecovered,3476165,110,No,91,0,139.3,3.23,93,7.03,26.4,Yes,Yes
200,Gujarat,District_8,2016-11-08,Soil,350.9,193,95.11,Urban Expansion,Unrecovered,4678818,11,Yes,141,1,139.3,3.23,223,7.03,26.4,Yes,Yes
201,Gujarat,District_7,2013-07-15,Soil,350.9,130,73.24,Deforestation,Recovered,4735805,20,Yes,95,6,139.3,3.23,63,7.03,26.4,Yes,No
202,Maharashtra,District_7,2016-11-13,Soil,350.9,341,6.15,Illegal Dumping,Unrecovered,2989465,126,No,80,0,139.3,3.23,349,7.03,26.4,Yes,Yes
203,Punjab,District_3,2015-12-05,Mixed,350.9,101,88.54,Agricultural Runoff,Partially Recovered,2516332,284,Yes,103,1,139.3,3.23,122,7.03,26.4,Yes,No
204,Gujarat,District_1,2010-03-09,Air,350.9,79,86.4,Industrial Waste,Unrecovered,986273,120,Yes,48,9,139.3,3.23,272,7.03,26.4,No,Yes
205,Tamil Nadu,District_4,2017-02-25,Soil,350.9,413,44.89,Deforestation,Partially Recovered,4063899,123,No,86,6,139.3,3.23,51,7.03,26.4,No,No
206,West Bengal,District_5,2014-11-09,Soil,350.9,142,59.0,Industrial Waste,Unrecovered,1011008,32,Yes,70,0,139.3,3.23,259,7.03,26.4,Yes,No
207,West Bengal,District_1,2017-06-09,Water,350.9,288,97.63,Industrial Waste,Unrecovered,811341,169,No,47,6,139.3,3.23,310,7.03,26.4,No,Yes
208,Tamil Nadu,District_15,2020-04-22,Mixed,350.9,146,53.7,Illegal Dumping,Recovered,2523736,76,No,10,7,139.3,3.23,139,7.03,26.4,No,No
209,Kerala,District_5,2015-09-09,Water,350.9,323,90.63,Agricultural Runoff,Unrecovered,4298439,296,No,80,1,139.3,3.23,392,7.03,26.4,No,No
210,Tamil Nadu,District_13,2018-07-06,Air,350.9,196,9.22,Industrial Waste,Unrecovered,3368296,62,Yes,13,3,139.3,3.23,383,7.03,26.4,No,No
211,Tamil Nadu,District_8,2020-08-01,Water,350.9,230,19.91,Industrial Waste,Recovered,3900230,269,Yes,58,6,139.3,3.23,301,7.03,26.4,No,No
212,West Bengal,District_8,2014-11-07,Water,350.9,473,44.63,Deforestation,Partially Recovered,4187134,215,Yes,84,0,139.3,3.23,382,7.03,26.4,Yes,Yes
213,Bihar,District_5,2013-08-15,Water,350.9,447,58.89,Agricultural Runoff,Unrecovered,1427098,189,No,68,5,139.3,3.23,96,7.03,26.4,Yes,Yes
214,West Bengal,District_9,2011-12-19,Mixed,350.9,55,81.81,Agricultural Runoff,Unrecovered,2465717,74,Yes,84,4,139.3,3.23,384,7.03,26.4,Yes,No
215,Punjab,District_1,2013-01-30,Air,350.9,287,98.84,Industrial Waste,Partially Recovered,2974123,173,Yes,86,5,139.3,3.23,212,7.03,26.4,Yes,Yes
216,Maharashtra,District_4,2018-05-06,Water,350.9,201,39.5,Agricultural Runoff,Recovered,1329943,66,No,157,7,139.3,3.23,165,7.03,26.4,Yes,No
217,Odisha,District_3,2021-09-13,Mixed,350.9,17,5.69,Deforestation,Unrecovered,874686,92,No,144,0,139.3,3.23,128,7.03,26.4,No,No
218,Bihar,District_2,2020-10-19,Air,350.9,388,80.32,Deforestation,Recovered,4009011,52,No,63,2,139.3,3.23,57,7.03,26.4,No,No
219,Uttar Pradesh,District_8,2017-12-01,Soil,350.9,285,60.83,Deforestation,Partially Recovered,4254348,93,Yes,175,8,139.3,3.23,72,7.03,26.4,Yes,Yes
220,Odisha,District_9,2015-09-16,Water,350.9,188,20.66,Illegal Dumping,Partially Recovered,2716440,112,No,43,7,139.3,3.23,318,7.03,26.4,Yes,No
221,Maharashtra,District_2,2016-08-20,Air,350.9,343,49.99,Industrial Waste,Recovered,4086999,228,Yes,151,3,139.3,3.23,328,7.03,26.4,No,No
222,Punjab,District_14,2010-05-18,Water,350.9,48,74.49,Agricultural Runoff,Partially Recovered,2834514,249,No,158,9,139.3,3.23,80,7.03,26.4,No,Yes
223,Punjab,District_14,2016-12-12,Soil,350.9,302,77.27,Deforestation,Partially Recovered,3448900,208,No,30,8,139.3,3.23,219,7.03,26.4,Yes,No
224,Uttar Pradesh,District_4,2017-09-23,Air,350.9,187,50.46,Industrial Waste,Unrecovered,1892961,181,No,67,6,139.3,3.23,179,7.03,26.4,Yes,Yes
225,Bihar,District_6,2011-09-25,Mixed,350.9,171,31.22,Industrial Waste,Recovered,67965,266,No,24,1,139.3,3.23,206,7.03,26.4,No,Yes
226,Kerala,District_11,2010-01-26,Air,350.9,340,97.4,Illegal Dumping,Unrecovered,4274080,280,Yes,101,0,139.3,3.23,71,7.03,26.4,No,Yes
227,Tamil Nadu,District_3,2012-02-13,Mixed,350.9,383,66.67,Agricultural Runoff,Recovered,2198084,154,Yes,106,0,139.3,3.23,175,7.03,26.4,Yes,No
228,Bihar,District_8,2019-12-01,Air,350.9,113,41.42,Agricultural Runoff,Unrecovered,2975915,82,Yes,101,2,139.3,3.23,218,7.03,26.4,No,No
229,Kerala,District_3,2011-05-22,Mixed,350.9,170,28.77,Deforestation,Partially Recovered,3629390,185,No,8,9,139.3,3.23,215,7.03,26.4,No,No
230,Punjab,District_14,2016-01-21,Soil,350.9,296,73.38,Deforestation,Recovered,4534430,138,Yes,172,1,139.3,3.23,206,7.03,26.4,Yes,No
231,West Bengal,District_13,2016-07-06,Soil,350.9,132,24.98,Industrial Waste,Recovered,406562,54,No,96,3,139.3,3.23,379,7.03,26.4,No,No
232,Maharashtra,District_13,2021-07-05,Soil,350.9,63,18.0,Agricultural Runoff,Recovered,186251,18,No,162,7,139.3,3.23,71,7.03,26.4,Yes,No
233,Uttar Pradesh,District_2,2019-01-12,Air,350.9,437,53.45,Agricultural Runoff,Recovered,3794789,266,Yes,35,4,139.3,3.23,313,7.03,26.4,No,No
234,Maharashtra,District_13,2015-08-20,Soil,350.9,43,29.71,Deforestation,Partially Recovered,2934101,141,No,96,4,139.3,3.23,352,7.03,26.4,Yes,No
235,Karnataka,District_19,2015-09-25,Water,350.9,251,63.26,Urban Expansion,Partially Recovered,2319830,163,No,50,5,139.3,3.23,312,7.03,26.4,No,No
236,Karnataka,District_6,2021-04-14,Soil,350.9,464,12.68,Industrial Waste,Partially Recovered,4686808,251,Yes,145,4,139.3,3.23,261,7.03,26.4,No,No
237,Bihar,District_16,2011-05-22,Mixed,350.9,387,65.84,Agricultural Runoff,Unrecovered,1539546,231,Yes,2,4,139.3,3.23,213,7.03,26.4,Yes,No
238,Punjab,District_2,2010-06-23,Mixed,350.9,122,29.05,Illegal Dumping,Partially Recovered,4515023,296,No,44,6,139.3,3.23,185,7.03,26.4,Yes,No
239,Punjab,District_8,2023-07-08,Mixed,350.9,327,1.02,Illegal Dumping,Unrecovered,4909619,59,Yes,102,5,139.3,3.23,301,7.03,26.4,No,Yes
240,Tamil Nadu,District_17,2012-12-10,Air,350.9,32,13.57,Urban Expansion,Unrecovered,201750,21,No,177,9,139.3,3.23,254,7.03,26.4,Yes,Yes
241,Tamil Nadu,District_2,2020-12-22,Water,350.9,55,93.43,Deforestation,Partially Recovered,2692133,125,Yes,130,1,139.3,3.23,393,7.03,26.4,Yes,No
242,Tamil Nadu,District_10,2019-05-05,Soil,350.9,321,86.87,Deforestation,Partially Recovered,827865,102,No,72,0,139.3,3.23,351,7.03,26.4,No,No
243,West Bengal,District_16,2020-12-13,Water,350.9,144,24.13,Deforestation,Partially Recovered,220087,220,No,110,0,139.3,3.23,291,7.03,26.4,No,Yes
244,Odisha,District_6,2016-08-03,Water,350.9,127,78.06,Illegal Dumping,Unrecovered,2822627,109,No,137,3,139.3,3.23,369,7.03,26.4,No,Yes
245,Gujarat,District_2,2017-09-07,Mixed,350.9,482,61.25,Deforestation,Recovered,612651,57,Yes,129,1,139.3,3.23,328,7.03,26.4,Yes,No
246,Odisha,District_2,2020-02-03,Mixed,350.9,198,97.12,Illegal Dumping,Partially Recovered,1166480,64,Yes,103,5,139.3,3.23,110,7.03,26.4,No,No
247,Maharashtra,District_13,2017-11-03,Mixed,350.9,140,37.99,Urban Expansion,Unrecovered,3462572,57,No,137,8,139.3,3.23,355,7.03,26.4,No,No
248,Odisha,District_15,2013-09-17,Air,350.9,431,68.46,Industrial Waste,Unrecovered,4843544,157,Yes,142,9,139.3,3.23,351,7.03,26.4,Yes,No
249,West Bengal,District_2,2012-04-25,Water,350.9,221,7.29,Agricultural Runoff,Partially Recovered,4544024,75,Yes,27,9,139.3,3.23,348,7.03,26.4,Yes,No
250,Maharashtra,District_7,2013-10-14,Water,350.9,427,40.23,Urban Expansion,Unrecovered,1602341,18,Yes,137,7,139.3,3.23,144,7.03,26.4,Yes,Yes
251,Odisha,District_3,2017-10-07,Air,350.9,122,96.42,Illegal Dumping,Partially Recovered,1276366,189,No,164,3,139.3,3.23,197,7.03,26.4,No,No
252,West Bengal,District_8,2013-06-24,Air,350.9,53,54.36,Urban Expansion,Unrecovered,3706065,249,Yes,93,1,139.3,3.23,308,7.03,26.4,Yes,Yes
253,Gujarat,District_14,2021-03-08,Air,350.9,137,29.5,Agricultural Runoff,Recovered,1017567,78,Yes,100,0,139.3,3.23,79,7.03,26.4,No,Yes
254,Odisha,District_7,2023-02-24,Water,350.9,373,12.91,Industrial Waste,Unrecovered,532471,83,Yes,131,6,139.3,3.23,67,7.03,26.4,No,No
255,West Bengal,District_7,2019-07-18,Water,350.9,167,70.65,Agricultural Runoff,Partially Recovered,2643913,171,No,117,9,139.3,3.23,236,7.03,26.4,No,No
256,Tamil Nadu,District_1,2019-07-06,Mixed,350.9,282,64.84,Illegal Dumping,Recovered,3893333,211,No,151,2,139.3,3.23,261,7.03,26.4,No,Yes
257,Punjab,District_17,2014-04-02,Mixed,350.9,324,38.02,Agricultural Runoff,Partially Recovered,858268,148,No,122,5,139.3,3.23,84,7.03,26.4,Yes,No
258,Tamil Nadu,District_9,2021-04-15,Water,350.9,403,95.14,Urban Expansion,Unrecovered,4508912,9,Yes,110,4,139.3,3.23,196,7.03,26.4,Yes,Yes
259,Punjab,District_13,2018-10-05,Mixed,350.9,364,3.2,Deforestation,Recovered,1596578,29,No,73,4,139.3,3.23,331,7.03,26.4,Yes,Yes
260,Uttar Pradesh,District_19,2022-12-01,Air,350.9,349,31.07,Urban Expansion,Recovered,961712,279,Yes,30,1,139.3,3.23,84,7.03,26.4,Yes,No
261,Uttar Pradesh,District_19,2012-07-06,Soil,350.9,411,92.19,Illegal Dumping,Unrecovered,3099339,54,Yes,19,8,139.3,3.23,125,7.03,26.4,No,No
262,Uttar Pradesh,District_17,2010-04-21,Mixed,350.9,54,32.77,Industrial Waste,Recovered,222875,126,No,102,3,139.3,3.23,121,7.03,26.4,Yes,No
263,Gujarat,District_10,2017-08-01,Water,350.9,117,25.97,Agricultural Runoff,Recovered,3252716,179,Yes,67,9,139.3,3.23,298,7.03,26.4,No,Yes
264,Tamil Nadu,District_10,2021-01-22,Mixed,350.9,228,53.89,Industrial Waste,Recovered,1325856,231,No,50,0,139.3,3.23,106,7.03,26.4,Yes,Yes
265,Punjab,District_4,2011-04-29,Mixed,350.9,452,82.56,Illegal Dumping,Partially Recovered,1156691,92,Yes,48,1,139.3,3.23,354,7.03,26.4,Yes,Yes
266,West Bengal,District_8,2010-11-02,Mixed,350.9,327,11.21,Agricultural Runoff,Partially Recovered,4235820,7,Yes,3,8,139.3,3.23,59,7.03,26.4,No,No
267,Maharashtra,District_20,2020-07-20,Soil,350.9,324,94.36,Urban Expansion,Recovered,349126,246,Yes,66,6,139.3,3.23,262,7.03,26.4,No,Yes
268,West Bengal,District_20,2014-10-19,Air,350.9,186,79.71,Urban Expansion,Unrecovered,2080203,195,Yes,155,9,139.3,3.23,286,7.03,26.4,No,No
269,Maharashtra,District_18,2014-06-28,Water,350.9,237,18.94,Illegal Dumping,Unrecovered,2868885,162,Yes,106,1,139.3,3.23,283,7.03,26.4,Yes,No
270,Karnataka,District_14,2021-09-27,Soil,350.9,200,71.49,Agricultural Runoff,Partially Recovered,2742513,39,No,111,6,139.3,3.23,272,7.03,26.4,No,Yes
271,West Bengal,District_18,2018-12-03,Water,350.9,480,39.11,Urban Expansion,Unrecovered,4197398,253,No,40,3,139.3,3.23,153,7.03,26.4,Yes,No
272,Odisha,District_14,2021-04-23,Water,350.9,169,40.83,Illegal Dumping,Recovered,3541949,84,No,125,9,139.3,3.23,376,7.03,26.4,No,Yes
273,Odisha,District_20,2012-12-28,Water,350.9,403,78.55,Illegal Dumping,Unrecovered,4734152,271,No,18,1,139.3,3.23,147,7.03,26.4,Yes,No
274,Bihar,District_15,2012-07-23,Soil,350.9,276,96.32,Industrial Waste,Partially Recovered,3585341,77,Yes,155,3,139.3,3.23,275,7.03,26.4,No,No
275,Tamil Nadu,District_4,2022-02-04,Air,350.9,367,13.54,Urban Expansion,Partially Recovered,480409,212,Yes,139,4,139.3,3.23,271,7.03,26.4,No,Yes
276,Maharashtra,District_13,2015-10-13,Water,350.9,335,42.64,Agricultural Runoff,Recovered,1883090,254,No,167,3,139.3,3.23,373,7.03,26.4,No,No
277,Maharashtra,District_8,2022-05-05,Air,350.9,388,48.61,Urban Expansion,Partially Recovered,217932,90,No,19,2,139.3,3.23,383,7.03,26.4,No,Yes
278,Tamil Nadu,District_18,2018-09-20,Air,350.9,498,38.25,Urban Expansion,Partially Recovered,139189,192,Yes,89,5,139.3,3.23,329,7.03,26.4,Yes,No
279,Gujarat,District_12,2021-05-26,Mixed,350.9,199,36.96,Urban Expansion,Partially Recovered,3705263,252,No,135,0,139.3,3.23,92,7.03,26.4,Yes,Yes
280,Bihar,District_14,2020-06-06,Soil,350.9,184,6.17,Illegal Dumping,Unrecovered,1010598,277,Yes,57,7,139.3,3.23,397,7.03,26.4,Yes,Yes
281,Gujarat,District_2,2012-02-23,Soil,350.9,299,68.87,Deforestation,Partially Recovered,1042302,142,Yes,130,4,139.3,3.23,202,7.03,26.4,Yes,No
282,Gujarat,District_18,2010-11-05,Mixed,350.9,493,44.19,Deforestation,Unrecovered,3306743,243,No,38,7,139.3,3.23,388,7.03,26.4,No,No
283,Gujarat,District_2,2016-09-10,Mixed,350.9,366,20.28,Industrial Waste,Partially Recovered,1624850,211,Yes,133,9,139.3,3.23,339,7.03,26.4,No,Yes
284,Tamil Nadu,District_11,2018-12-13,Air,350.9,154,81.79,Urban Expansion,Partially Recovered,2413810,194,Yes,82,3,139.3,3.23,273,7.03,26.4,Yes,Yes
285,Gujarat,District_9,2010-11-07,Water,350.9,241,80.45,Deforestation,Unrecovered,4125617,269,No,36,3,139.3,3.23,168,7.03,26.4,Yes,Yes
286,Odisha,District_12,2016-10-13,Soil,350.9,369,49.15,Industrial Waste,Unrecovered,3037287,18,No,88,4,139.3,3.23,263,7.03,26.4,Yes,Yes
287,Uttar Pradesh,District_17,2018-08-26,Water,350.9,447,30.55,Illegal Dumping,Recovered,1740891,39,Yes,119,4,139.3,3.23,102,7.03,26.4,Yes,No
288,Karnataka,District_15,2018-10-15,Water,350.9,213,64.17,Urban Expansion,Recovered,1892375,97,No,85,5,139.3,3.23,269,7.03,26.4,Yes,No
289,Maharashtra,District_17,2015-08-18,Mixed,350.9,222,29.53,Agricultural Runoff,Unrecovered,80408,3,Yes,148,4,139.3,3.23,292,7.03,26.4,No,No
290,Maharashtra,District_18,2019-03-26,Water,350.9,49,24.36,Illegal Dumping,Partially Recovered,3379883,32,No,133,4,139.3,3.23,102,7.03,26.4,No,No
291,Karnataka,District_6,2023-03-30,Air,350.9,284,73.32,Industrial Waste,Recovered,1325473,298,Yes,24,7,139.3,3.23,166,7.03,26.4,Yes,No
292,Tamil Nadu,District_17,2011-12-29,Mixed,350.9,332,4.99,Illegal Dumping,Unrecovered,3681849,164,Yes,30,5,139.3,3.23,380,7.03,26.4,Yes,Yes
293,West Bengal,District_18,2022-01-15,Water,350.9,91,10.38,Agricultural Runoff,Unrecovered,3915320,26,Yes,28,1,139.3,3.23,91,7.03,26.4,No,Yes
294,Tamil Nadu,District_8,2017-09-20,Mixed,350.9,190,1.67,Illegal Dumping,Partially Recovered,246192,172,Yes,179,3,139.3,3.23,296,7.03,26.4,Yes,No
295,Maharashtra,District_9,2020-05-19,Air,350.9,329,16.14,Industrial Waste,Unrecovered,4562425,112,Yes,109,3,139.3,3.23,340,7.03,26.4,Yes,No
296,Maharashtra,District_6,2023-04-13,Air,350.9,92,7.83,Agricultural Runoff,Recovered,574312,94,Yes,135,4,139.3,3.23,297,7.03,26.4,No,Yes
297,Karnataka,District_5,2011-10-19,Water,350.9,312,99.58,Agricultural Runoff,Partially Recovered,3928156,232,Yes,170,5,139.3,3.23,150,7.03,26.4,No,No
298,Gujarat,District_12,2015-07-04,Mixed,350.9,271,29.59,Illegal Dumping,Unrecovered,3689956,133,Yes,35,4,139.3,3.23,136,7.03,26.4,No,No
299,Tamil Nadu,District_11,2012-12-20,Water,350.9,281,15.78,Agricultural Runoff,Unrecovered,2928753,123,Yes,119,5,139.3,3.23,133,7.03,26.4,Yes,Yes
300,Punjab,District_1,2020-03-13,Water,350.9,209,24.86,Illegal Dumping,Partially Recovered,350791,115,No,34,7,139.3,3.23,310,7.03,26.4,Yes,No
301,Karnataka,District_11,2018-01-18,Mixed,350.9,249,93.68,Urban Expansion,Partially Recovered,4391705,12,Yes,103,3,139.3,3.23,270,7.03,26.4,No,No
302,Odisha,District_19,2012-09-17,Water,350.9,411,52.5,Agricultural Runoff,Partially Recovered,2551526,164,No,117,2,139.3,3.23,203,7.03,26.4,Yes,No
303,Maharashtra,District_9,2014-03-21,Air,350.9,189,37.12,Illegal Dumping,Recovered,2346506,207,No,76,8,139.3,3.23,100,7.03,26.4,Yes,No
304,Karnataka,District_2,2011-06-09,Mixed,350.9,441,87.47,Urban Expansion,Recovered,4353169,84,No,54,2,139.3,3.23,87,7.03,26.4,Yes,Yes
305,Tamil Nadu,District_12,2011-10-23,Mixed,350.9,180,40.1,Agricultural Runoff,Unrecovered,3763698,247,Yes,29,7,139.3,3.23,308,7.03,26.4,Yes,No
306,Maharashtra,District_4,2023-06-21,Mixed,350.9,304,34.17,Urban Expansion,Unrecovered,998652,55,Yes,138,9,139.3,3.23,236,7.03,26.4,Yes,No
307,West Bengal,District_4,2020-10-14,Mixed,350.9,186,21.52,Agricultural Runoff,Partially Recovered,4362641,171,No,27,4,139.3,3.23,62,7.03,26.4,No,Yes
308,Karnataka,District_18,2018-02-02,Water,350.9,378,38.4,Industrial Waste,Unrecovered,281695,140,Yes,13,8,139.3,3.23,272,7.03,26.4,Yes,Yes
309,Bihar,District_15,2020-08-11,Water,350.9,405,32.35,Industrial Waste,Unrecovered,300538,131,Yes,42,2,139.3,3.23,136,7.03,26.4,No,Yes
310,Maharashtra,District_19,2022-07-29,Air,350.9,246,68.05,Illegal Dumping,Partially Recovered,2674427,200,Yes,165,9,139.3,3.23,308,7.03,26.4,No,No
311,Tamil Nadu,District_13,2016-07-30,Soil,350.9,147,29.67,Deforestation,Recovered,3488511,288,Yes,21,9,139.3,3.23,230,7.03,26.4,Yes,Yes
312,Uttar Pradesh,District_19,2018-08-29,Soil,350.9,336,58.14,Industrial Waste,Recovered,2000170,178,Yes,131,7,139.3,3.23,360,7.03,26.4,No,Yes
313,Punjab,District_17,2013-09-01,Air,350.9,375,7.52,Deforestation,Recovered,1535249,28,Yes,136,6,139.3,3.23,222,7.03,26.4,No,No
314,Kerala,District_6,2022-12-31,Soil,350.9,320,19.94,Urban Expansion,Unrecovered,4787234,35,No,70,6,139.3,3.23,371,7.03,26.4,Yes,Yes
315,Gujarat,District_16,2022-03-11,Air,350.9,138,41.33,Urban Expansion,Partially Recovered,1768185,108,No,145,9,139.3,3.23,244,7.03,26.4,No,No
316,Kerala,District_12,2018-10-04,Water,350.9,58,93.76,Deforestation,Recovered,2420959,145,No,10,8,139.3,3.23,389,7.03,26.4,Yes,No
317,Tamil Nadu,District_19,2015-07-26,Mixed,350.9,173,38.35,Illegal Dumping,Unrecovered,1617820,275,No,141,7,139.3,3.23,294,7.03,26.4,Yes,No
318,Odisha,District_5,2012-03-19,Mixed,350.9,286,66.74,Agricultural Runoff,Partially Recovered,3957775,145,No,106,2,139.3,3.23,378,7.03,26.4,No,Yes
319,Odisha,District_17,2018-10-24,Water,350.9,302,26.25,Deforestation,Recovered,2894465,167,Yes,12,5,139.3,3.23,245,7.03,26.4,Yes,No
320,Uttar Pradesh,District_1,2012-07-19,Mixed,350.9,125,13.58,Deforestation,Recovered,4599367,256,Yes,128,5,139.3,3.23,111,7.03,26.4,No,Yes
321,Gujarat,District_10,2020-05-17,Mixed,350.9,33,6.8,Deforestation,Partially Recovered,4964567,274,Yes,151,4,139.3,3.23,74,7.03,26.4,No,Yes
